
[Numeric.0.0]

Name,Value,Extent,Manipulate,TreatAs,Access,ScaleTo,Sim,OnWrite,HasSP,Label,Desc,Class,FormType,LimitMin,LimitMax,LimitType,ColType,Event1 / Mode,Event2 / Mode,Trigger1 / Mode,Trigger2 / Mode,QuickPlot / Mode,Sec / Access,Sec / Logging
WLLoom1Penetration,[DiloLoomsPLC.DB0150:0018.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WLLoom1Gap,[DiloLoomsPLC.DB0150:0020.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WLLoom2InfeedDraft,[DiloLoomsPLC.DB0150:0030.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WLLoom2DrawOffDraft,[DiloLoomsPLC.DB0150:0032.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WLLoom2AdvancePerStroke,[DiloLoomsPLC.DB0150:0040.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WLLoom2NeedleLengthTop,[DiloLoomsPLC.DB0150:0044.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WLLoom2NeedleLengthBottom,[DiloLoomsPLC.DB0150:0046.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WLLoom2PenetrationTop,[DiloLoomsPLC.DB0150:0048.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WLLoom2PenetrationBottom,[DiloLoomsPLC.DB0150:0050.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WLLoom2Gap,[DiloLoomsPLC.DB0150:0052.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WL58_0Bools,[DiloLoomsPLC.DB0150:0058.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WLFingerRollGap,[DiloLoomsPLC.DB0150:0026.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WC6_0Bools,[DiloCrosslapperPLC.DB0150:0006.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WCCrosslapperDraft,[DiloCrosslapperPLC.DB0150:0008.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WCProfileSetpoint0,[DiloCrosslapperPLC.DB0150:0010.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WCProfileSetpoint1,[DiloCrosslapperPLC.DB0150:0012.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WCProfileSetpoint2,[DiloCrosslapperPLC.DB0150:0014.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WCProfileSetpoint3,[DiloCrosslapperPLC.DB0150:0016.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WCProfileSetpoint4,[DiloCrosslapperPLC.DB0150:0018.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WCProfileSetpoint5,[DiloCrosslapperPLC.DB0150:0020.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WCProfileSetpoint6,[DiloCrosslapperPLC.DB0150:0022.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WCProfileSetpoint7,[DiloCrosslapperPLC.DB0150:0024.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WCProfileSetpoint8,[DiloCrosslapperPLC.DB0150:0026.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WCLapperExitWidthLeft,[DiloCrosslapperPLC.DB0150:0050.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WCLapperExitWidthRight,[DiloCrosslapperPLC.DB0150:0052.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WCWebWidthSP,[DiloCrosslapperPLC.DB0150:0054.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WCNumberOfLayers,[DiloCrosslapperPLC.DB0150:0056.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WCLayerOverlap,[DiloCrosslapperPLC.DB0150:0058.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WCOverlappingSP10,[DiloCrosslapperPLC.DB0150:0060.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WCOverlappingSP90,[DiloCrosslapperPLC.DB0150:0062.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WCSynchronDeliverySP,[DiloCrosslapperPLC.DB0150:0066.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WCApronHeightLeftSP,[DiloCrosslapperPLC.DB0150:0068.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WCApronHeightRightSP,[DiloCrosslapperPLC.DB0150:0070.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WC124_0Bools,[DiloCrosslapperPLC.DB0150:0124.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WCDiscontinuedAdvance,[DiloCrosslapperPLC.DB0150:0066.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WBombiDraft,[BombiPLC.DB0034:0002.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WBombiTopRollTemp,[BombiPLC.DB0034:0004.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WBombiMiddleRollTemp,[BombiPLC.DB0034:0006.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WBombiBottomRollTemp,[BombiPLC.DB0034:0008.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WBombiTopLeftGap,[BombiPLC.DB0034:0010.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WBombiTopRightGap,[BombiPLC.DB0034:0012.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WBombiBottomLeftGap,[BombiPLC.DB0034:0014.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WBombiBottomRigthGap,[BombiPLC.DB0034:0016.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
WBombiLoadCommand,[BombiPLC.DB0034:0018.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
RBombiDraftSP,[BombiPLC.DB0035:0002.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
RBombiTopRollTempSP,[BombiPLC.DB0035:0004.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
RBombiMiddleRollTempSP,[BombiPLC.DB0035:0006.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
RBombiBottomRollTempSP,[BombiPLC.DB0035:0008.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
RBombiTopLeftGapSP,[BombiPLC.DB0035:0010.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
RBombiTopRightGapSP,[BombiPLC.DB0035:0012.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
RBombiBottomLeftGapSP,[BombiPLC.DB0035:0014.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
RBombiBottomRightGapSP,[BombiPLC.DB0035:0016.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
RBombiDraftActual,[BombiPLC.DB0035:0020.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
RBombiTopRollTempAct,[BombiPLC.DB0035:0022.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
RBombiMiddleRollTempAct,[BombiPLC.DB0035:0024.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
RBombiBottomRollTempAct,[BombiPLC.DB0035:0026.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
RBombiTopLeftGapAct,[BombiPLC.DB0035:0028.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
RBombiTopRightGapAct,[BombiPLC.DB0035:0030.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
RBombiBottomLeftGapAct,[BombiPLC.DB0035:0032.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
RBombiBottomRightGapAct,[BombiPLC.DB0035:0034.WORD],0,None,Default Integer,Read and Write,Do Not Scale,,,No,,,,General,,,Automatic,General,Disabled,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
